row_id,job_url,selector
1,https://job-openings.monster.com/Data-Scientist-Portland-OR-US-comScore-Inc/22/c9442e87-63ae-4144-8d59-aebf2eeabeb6,#JobDescription
2,https://job-openings.monster.com/Data-Scientist-Irving-TX-US-LRS/22/beb42208-cd62-4f5b-9953-0e73e6ea0775,#JobDescription
3,https://job-openings.monster.com/Data-Scientist-Morris-Plains-NJ-US-Weichert/22/42bea16f-2d9d-43e5-8636-c53d07c84b73,#JobDescription
4,https://job-openings.monster.com/Data-Scientist-Mid-Springfield-VA-US-Booz-Allen-Hamilton/22/b4bc92ac-fe2f-48d0-8486-fced01cc6302,#JobDescription
5,https://job-openings.monster.com/Data-Scientist-Pricing-Revenue-Management-HOUSTON-TX-US-Waste-Management/22/4fc86890-e041-4acb-b21e-94438ddc5aec,#JobDescription
6,https://job-openings.monster.com/Real-World-Data-Scientist-HEOR-Plainsboro-NJ-US-Alpha-Consulting-Corp/11/194435922,#JobDescription
7,https://job-openings.monster.com/Data-Scientist-Chicago-IL-US-Analytic-Recruiting-Inc/11/193998594,#JobDescription
8,https://job-openings.monster.com/Data-Scientist-Manager-portland-ME-US-NTT-DATA-Services/11/193975188,#JobDescription
9,https://job-openings.monster.com/Data-Scientist-Manager-2-McLean-VA-US-Northrop-Grumman/11/194343604,#JobDescription
10,https://job-openings.monster.com/Data-Scientist-Junior-Level-Sunrise-FL-US-Hays/11/194214732,#JobDescription
11,https://job-openings.monster.com/Data-Scientist-San-Francisco-CA-US-Catapult-Staffing/11/194002146,#JobDescription
12,https://job-openings.monster.com/Sr-Lead-Data-Scientist-Tampa-FL-US-Altamira-Technologies-Corporation/11/192729170,#JobDescription
13,https://job-openings.monster.com/Data-Scientist-Richardson-TX-US-Agile-Global-Solutions-Inc/11/193663693,#JobDescription
14,https://www.careerbuilder.com/job/J3W0FK77V5KXTT5PRLB?ipath=JRG8&keywords=data+scientist&searchid=547864f5-f3fc-408f-98a2-e4c8dc43c24b&siteid=ns_us_g,.item
15,https://job-openings.monster.com/CONTRACT-Data-Scientist-NTD-Job-Number-180000000E-Redmond-WA-US-Nintendo/22/7450a4af-ac1f-425b-9f2e-15aa91d0d2bd,#JobDescription
16,https://job-openings.monster.com/ML-Developer-Data-Scientist-recent-MS-grad-Reston-VA-US-Ellucian-Inc/22/0144a31f-51d1-4d6a-870f-d3c1d4a5fd3a,#JobDescription
17,https://www.careerbuilder.com/job/J3W45Q69GSRMKLZCYXZ?ipath=JRG5&keywords=data+scientist&searchid=547864f5-f3fc-408f-98a2-e4c8dc43c24b&siteid=ns_us_g,.item
18,https://www.careerbuilder.com/job/J3P5F66QNCMTV5VTRFP?ipath=JRG10&keywords=data+scientist&searchid=547864f5-f3fc-408f-98a2-e4c8dc43c24b&siteid=ns_us_g,.item
19,https://job-openings.monster.com/Data-Scientist-Mountain-View-CA-US-Genesis10/11/194396351,#JobDescription
20,https://job-openings.monster.com/Lead-Data-Scientist-New-York-NY-US-X4-Group-Ltd/11/193913714,#JobDescription
21,https://job-openings.monster.com/Data-Scientist-Advisor-Bedford-MA-US-Randstad-Technologies/11/194354449,#JobDescription
22,https://job-openings.monster.com/Data-Scientist-with-HealthCare-Experience-Madison-WI-US-Prospect-Infosys-Inc/11/194351132,#JobDescription
23,https://job-openings.monster.com/Data-Scientist-Detroit-MI-US-Meridian-Health-Plan/11/193894986,#JobDescription
24,https://job-openings.monster.com/DataWarehouse-Data-Scientist-Topeka-KS-US-Genuent/11/194312468,#JobDescription
25,https://job-openings.monster.com/Data-Scientist-Birmingham-AL-US-Altec-Industries/22/32f110db-7a67-4615-891e-a45de13840cd,#JobDescription
26,https://job-openings.monster.com/PhD-Data-Scientist-Machine-Learning-Stamford-CT-US-StaffRight-Associates/11/194246599,#JobDescription
27,https://job-openings.monster.com/SAP-Data-Scientist-Chaska-MN-US-Entegris-Inc/22/c845dc19-1efe-46f1-9d3a-c1e2eb30a950,#JobDescription
28,https://job-openings.monster.com/Data-Scientist-NEW-YORK-CITY-NY-US-Open-Systems-Technologies/11/193793825,#JobDescription
29,https://job-openings.monster.com/Data-Scientist-Greenwich-CT-US-Alans-Group/11/194182854,#JobDescription
30,https://job-openings.monster.com/Data-Scientist-Cherry-Hill-NJ-US-firstPRO-Inc/11/194130491,#JobDescription
31,https://job-openings.monster.com/Data-Scientist-%E2%80%93-Data-Visualization-Dearborn-MI-US-Ford-Motor-Company/11/194082481,#JobDescription
32,https://job-openings.monster.com/Data-analyst-Data-Scientist-houston-TX-US-Tech-Mahindra-Limited/11/194110880,#JobDescription
33,https://job-openings.monster.com/Data-Scientist-Boston-MA-US-EBNHC/11/194061713,#JobDescription
34,https://job-openings.monster.com/Data-Scientist-Bellevue-WA-US-Inabia-Software/11/192616607,#JobDescription
35,https://job-openings.monster.com/IDS-Data-Scientist-3-Newport-News-VA-US-NN-SHIPBUILDING-0265/11/193950628,#JobDescription
36,https://job-openings.monster.com/DATA-SCIENTIST-CREDIT-RISK-Irving-TX-US-Cottonwood-Financial/11/193029119,#JobDescription
37,https://job-openings.monster.com/Data-Scientist-Boston-MA-US-SNI-Technology/11/193896245,#JobDescription
38,https://job-openings.monster.com/AI-Experts-Data-Scientist-Machine-Learning-Engineers-San-Jose-CA-US-Samsung-R-D-Institute-India-Bangalore-Private-Ltd/11/193841953,#JobDescription
39,https://job-openings.monster.com/Data-Scientist-Greenwich-CT-US-Focus-Capital-Markets/11/193806208,#JobDescription
40,https://job-openings.monster.com/IT-Data-Scientist-San-Francisco-CA-US-Sunrise-Systems-Inc/11/193691209,#JobDescription
41,https://job-openings.monster.com/Data-Scientist-West-County-MO-US-Safety-National/11/193690541,#JobDescription
42,https://job-openings.monster.com/Data-Scientist-recent-or-soon-to-be-Data-Science-graduates-Tampa-FL-US-PF1-Professional-Services/11/193692920,#JobDescription
43,https://job-openings.monster.com/Data-Scientist-Granite-City-IL-US-Amsted-Rail-ASF-Keystone/11/193619914,#JobDescription
44,https://job-openings.monster.com/Data-Scientist-Reports-to-the-Head-of-IT-of-a-NYC-Credit-Union-New-york-NY-US-The-Metropolitan-Companies/11/193602898,#JobDescription
45,https://job-openings.monster.com/High-level-Data-Scientist-Dearborn-MI-US-Ciber-Inc/11/193606974,#JobDescription
46,https://job-openings.monster.com/Data-Scientist-Mountain-View-CA-US-Ness-USA-Inc/11/192952919,#JobDescription
47,https://job-openings.monster.com/Innovation-Technology-Senior-Data-Scientist-New-York-NY-US-PWC/22/06d06066-f5b1-4a2f-92ee-cabbed04c39a,#JobDescription
48,https://job-openings.monster.com/Data-Sceintist-Dallas-TX-US-Brainworks/11/194033074,#JobDescription
49,https://job-openings.monster.com/Data-Scientist-Boca-Raton-FL-US-Perr-Knight/11/194457602,#JobDescription
50,https://job-openings.monster.com/Data-Scientist-Glen-Allen-VA-US-APEX-Systems/11/194424106,#JobDescription
51,https://job-openings.monster.com/Data-Scientist-TS-SCI-Required-Reston-VA-US-Federal-Hill-Consulting/11/194400448,#JobDescription
52,https://job-openings.monster.com/Data-Scientist-Vienna-VA-US-Strategic-Operational-Solutions-Inc-STOPSO/11/194392527,#JobDescription
53,https://job-openings.monster.com/Data-Scientist-Tableau-Developer-Arlington-VA-US-Industrial-Staffing-Service-Inc/11/194351441,#JobDescription
54,https://job-openings.monster.com/Data-Scientist-Atlanta-GA-US-JDC-Group/11/194371150,#JobDescription
55,https://job-openings.monster.com/Data-Scientist-16422-Fairfax-VA-US-HII-TSD-Camber-Corporation/11/194318815,#JobDescription
56,https://job-openings.monster.com/Data-Scientist-Los-Angeles-CA-US-O'Neil-Capital-Management-Inc/11/194267061,#JobDescription
57,https://job-openings.monster.com/Data-Scientist-Phoenix-AZ-US-TechFinders-Staffing/11/194267068,#JobDescription
58,https://job-openings.monster.com/Data-Scientist-Rockville-MD-US-Amtex-Systems/11/194261966,#JobDescription
